Text,Label
susti mahinn padhne irada bana leta hon lekin phir kuch nahy,mild
behis halat mahinn ne sab kho dia,mild
hosle kami meri zindagi ek sukon mehrom dia,mild
yadon bholna lamba mushkil safr,mild
bohot thak hu islie hafteh so padhahi hi nahy,mild
thakawat mahinn nend ni aty,mild
sir result bre mahinn update kre plzstudents bechahie shikr,mild
ahik sajda sri mayosi ghayab sakta,mild
thakawat level max,mild
day my niece at our place fel like i have ticking bomb lying next me night duty difficult bro couldn t use my phone for hrs strahight bechahi roh,mild
mere aulad mahromi mujhe andr kha hahy,mild
bechahi khatam nahi rahy,mild
naye project mahinn kam krne pehle mere team mahinn dilchaspi kamy,mild
hr dawat mahinn zyada khanay adat mera weight badha dia,mild
mujhe hr waqt rona atha,mild
sacha dost kon aj kal jisy millo mayusi hoty,mild
badi mahromi mahin avahilable nahy,mild
mujhe bahut dukh rha hakhir majbur insan jaye jaye kahahr traf sirf unhe naumidi milti hjra sochie abhi uanpr bet rhi hogy,mild
mahin puri rat bechahi rehti she so god,mild
meri la prwahi mere crer nuksan pahunchaya,mild
yr bholne koshish rahi hon,mild
kaun kahta ke bechaeni ankhen uskey intezr uska,mild
sust hokr apne responsibilities bhagta hon,mild
aj kam tawajo nahi pa hon keunki meri tabiat khrab,mild
arif alvi not munafiq dhokaybaz none them have disappointed ones who left were known lotas if murad saed leave that will be biggest mayosi so so far none,mild
mehromiat hawaon meri roh chu lia,mild
matlab bechahi hoti diwali mahinn,mild
so true when someone say khana khake ao energy ayegi mujhe susti aty,mild
uske chale jane bad mahinn akela bahith rone laga,mild
thawajuh bohot mangi ne aslam,mild
hr kadam mahromi saya mere sath chalta,mild
behis kal bohot sochne bad sab zahir hogya,mild
kam khanay adat meri nend bhi asr andaz bana dia,mild
subah lekin jaldi utha nahi dunia mahinn chhaya andhera sath chala ata,mild
itny experiments k bad umed naumedi mahin badal hy,mild
hr traf mahromi alam kuch dikhahi nahi deta,mild
ziada thakwat bad nend bi a rhy,mild
lagta tu bholne nhi dega,mild
jaldi utha nahi drd bhri yadon saya hr pal mere sath chalta,mild
subah roshni mahromi nahi bhula sakty,mild
naumedi mayusi mtlb ahik lkin ap level py is chz mei mubtala wo differ krta hy,mild
ankhon mahinn ansu chhupay betha hon lekin dil ronay rok nahi sakta,mild
mehrom hona afsos bhri haqeqat,mild
thaka hon ankhon mahinn ek udas dil cho hahy,mild
rangen khayalo uljhan jaha,mild
chunauti bhri situation mahinn fahisla lene mahinn mushkil hoti lekin humahinn sahi raste chayan hoga,mild
bada dr lagra hahirat nend bhi yahi sab chalta,mild
kabhi kabbi jab bht pir rha ajeb sa dr lagne lag kahin chot jaye kahin mehromyat ho jaye pr bas ahik khayal jab deine behisab rha toh age humesha de ga bas ab hahi mere pas humesha rhe ahik dua hahy,mild
thakan rahi hr pal lagta jahise hasil nahi hone,mild
meri jannat meri chahat tu meri bechayni tu meri rahat tu hi manzil meri ashiqui mahinn teri jayegi jan meri dil china town mahinn de de dil china town mahinn kasam mery,mild
sir just strted abhi itna bechahy,mild
itni naumedgi keun rahi kea khabhi se nikal paungy,mild
teri be prwahi sajhna menu mr gayy,mild
lamhe humne sath bitaye sirf yadon mahinn pr unhe bholna nahi chahta,mild
thak hun roz roz dusrun shadiun atish bazi sun sun,mild
bas das bes sal lie sona taki thakawat thakawat mit jaye,mild
mayosi dusra nam umedy,mild
aj dil bohat khali khali ahik ajeb si udas mujhy andr kha hahy,mild
jo bhi raha humahinn bataya dikhaya hahi lekin israel jo hota hahi humahinn bhi livestream media social media dikhaya chahie kionkey sirf palestini awam yeh hal dekh dil naumed honey lag hahi lekin jab,mild
beqrr hokr dil mahinn sukon ehsas nahy,mild
begum awaz nhn sunni bechayni rae,mild
beqrr raton mahinn hr sans lagti jahise afsos,mild
kafi der tak man bechahi rehta bachpan jahisi khusi bilkul hoti ahise milne pr kt crude gold g ring mile ek month gya ahise rkh dia krna h pta ni pahnna bilkul h,mild
rone purani bimri mujhe,mild
mahromi gehrahion mahinn meri zindagi asal rang chhupa tha,mild
sab tawajo hasil chahta lekin nahi deta,mild
nend nahi rahi ajeb,mild
chunauti bhri situation mahinn fahisla lene mahinn mushkil hoti lekin humahinn sahi raste chayan hoga,mild
yadon mujhe rulaya hr muskurahat ronna ban gayy,mild
ne apne dosto apni bezri bre mahinn bataya unse madad mangy,mild
allah ke siwa jab jab logon umed lagahi tab tab naumed huwa,mild
ne hera kho dia bhulen or na kisi bholne den,mild
thakawat mahinn nend ni aty,mild
jab use apni taklef batyi tab us ne mujhe tawajuh nahi dy,mild
ajeb bechayni horahi yr fel sick,mild
mana teri maujodgi ye zindagani mehrom jene koi doja treka mere dil malom abhisha met mod set,mild
sab mayos kia jin logon bry m pakka yaqen k nahi chorengy sath sab pehly bhag ge,mild
office mahinn kam krte krte susti ehsas hahi energy bost krne treqa chahie,mild
nend ati hae chahi why fck am so bechahy,mild
qudrat qanon agr tum dunia mahinn kisi bechahi kroge tum chahi sakon zindagi nahi guzr paoge,mild
najuk dil kaun samjha bechahie toh reheti teamipzn rule herts,mild
social media ney salun sey pakistaniun mayosii pheylayii shukria,mild
asman meri mehromiat afsos krta,mild
mehrom meri raton mahinn sukon dori ehsas dilaya,mild
mere din uda nend due stres anxiety,mild
bhok lagrhi mujhe,mild
thakan rahi hr koshish lagti jahise zaya rahy,mild
pta nahi mujeh yunhi bechahi hoti jan ky,mild
jis say kaha us say sra naumed hahy,mild
ehsas mehromi hahi bhahi hasen log dekh,mild
usne mere khayalat samajhne lie thawajuh nahi dy,mild
mehrom dil bojh badh hahy,mild
yawrr mujhe rona raha ye sun,mild
ya allah mehromyat waley gham nijat dila badley mahinn dur mehromyat dekhne wala gham de,mild
depresion ajeb nahi ye ajeb si udas srdio ana woh mausam bdlna yad dilata ke phrse sal guzr hahi app abhi tak nahi aye,mild
kam khanay adat meri taqat kamzor dia,mild
itni susti ho hahi bos kam krny dil nahi raha,mild
ahik ye mera rona kabi khatam nahi rona ki kismat hahy,mild
thak hu padhahi kr,mild
susti rhi wo khaney liay janey mn,mild
zyada khanay adat mujhe emotional eater bana dia,mild
ap kahahi deal k chlahin jayn behis nahi niqlunga,mild
ap kahahi deal k chlahin jayn behis nahi niqlunga,mild
aj firse wahi bechaeni dil aj tum firse mr gaye,mild
beqrr hokr dil mahinn ek drd alfaz bayan nahi sakta,mild
behis meri dilchaspion khatam dia,mild
bhahi rahisi nahi naumidi is jayada ummid sakte is to modi bap ni krega,mild
anjane log apne kahn dhond payein jagey soye nahin aesi meri bechaeny,mild
mehrom hon apne khwabon,mild
kam khanay adat meri zindagi udas mahinn bhr dia,mild
lamhe lie us mujhe thawajuh nahi dy,mild
behis iqtedr kwahish rakhne wale juda drd dil dua siwa kea sakte ise ap munafqt kahenge kea kren,mild
education system reform krne mahinn mushkil keun multiple stakeholders bech mahinn conflicting opinions,mild
mehrom dil rishta kamzor pad hahy,mild
jab dusron kuch alag hote humko br br ahsas dilaya hahi us mahromi bhol chahte ki hum dunya kuch alag lekin log bholne nahi dete kabhi tum jano kah kekabhi tum nahi samajhoge kah,mild
hume kaha milega ab sukon zindagi humse bechahi raton bat krohum ishq hahi ghalib,mild
lamhe humne sath bitaye sirf yadon mahinn pr unhe bholna nahi chahta,mild
beqrri dil ek ajeb sa dukh dia,mild
la prwahi ghr nikalna bhol aur meting lie late gaya,mild
se thakawat utrwalo,mild
aj bad pura wek nend nahe g drem bhe ausi nazer ayen,mild
unse umed lagaye bahithe jo khud naumedi galay lagaye,mild
hr waqt bechayny,mild
aj dinner kha hon dil ek sukon nahi a,mild
bhi nahi krunga beghahirat behis,mild
bechahi rehty woh log jinhahi her bat yad rehty,mild
sab tawajo hasil chahta lekin nahi deta,mild
beqrr raton mahinn hr sans lagti jahise afsos,mild
aj itni bri hasti hon str hon itnay sray pahisay meray pas famous hon andr pata sirf jalan meray andr bechayny,mild
ajeb koi depresive din guzre a kisi chez mahin dil nahi nahi lag ajeb si bechahi ghabrahat rhi dil dimag sukon sab lag hahi madina mahin chor aya ahise log nahi kehte madina hahi wahi ho reh hahi samjh aya,mild
ik khamoshi si ik ignore sa ik text on sen sa ik bechayni sy,mild
kabhi kabhi bat kehnay liae itnay bechahi jatay ke ahisa lagta agr kaha hamra sans ruk jaegajis mohabbat jati use itna drr keun lagta,mild
mahromi andheron mahinn dil tanha sa lagta,mild
mehromyat sath khushi zindagi guzr lengy,mild
tery sang guzr jaye umer ju baqi has do zra khul kahyy udas,mild
badqismati ap terf dekhta tu mayosi inteha jati apki biasnes unmatch bhahy,mild
sab tawajo hasil chahta lekin nahi deta,mild
rat rona din khush hone acting,mild
bhahi abhi phirse tension agaya,mild
khumri yeh bechayny,mild
roh udas nahin mahin has has thak hon,mild
sust hokr apne doston plans inkr deta hon,mild
meri muskurahat mahinn behis izhr,mild
bezri meri zehan bojh ban gayy,mild
phir nend ni ane wali rat phone side rakhkr sone kosis kri ni toh phir subah kosis rhi ni rhy,mild
why every eid brings udas,mild
mere taqder he rona lkha huwa mahinn kru,mild
kahise kahon kitna bechahi dil mera tere bina,mild
ajeb hogayi zindagi yon kahon mayosiat hoti soch jab mayosi ajati toh mahinn kisi trah allah pas chalijati thi unke kreb,mild
hmri zindagio m bechaeni ak waja bhi hm jahn hen wahn rehna ni sekha sra din mazi ly bethy rehty hen phr any waly kal bry m soch preshan hoty hen hm kbhi aj k din socha ni aj din to jeya ni kal fikr m aj khrb ni krein,mild
do muhabbat waly sath nah rahy nah muhabbat yatem jati insan ke ander fir mahromi dunia koi ronak khatam nii sakty,mild
why every eid brings udas,mild
bhahi bechayni rahi meku,mild
itna udas hone itna nasha chra dia kahi cigrate sahi bhe sukon nhi milta,mild
mehromi asmani gehrahion mahinn kho hon,mild
hosle kami dil mahinn ek drd bayan nahi sakta,mild
dr etna kehumko nend nahi aty,mild
thak hun roz roz dusrun shadiun atish bazi sun sun,mild
bachon sath khelne mahinn usko dilchaspi kami ab zyada waqt phone mahinn bitata,mild
yh light kahisy pta k hmahinn bechahie hyh hmsy ziada kdi ri ty kdi jri enu kehrahin anian janian lgian,mild
mr davay be prwahy,mild
keu qurbat mujhe itna bechahi dety,mild
tery sang guzr jaye umer ju baqi has do zra khul kahyy udas,mild
hmm bholne alva option nhi sahi kah rhe,mild
abhi ghnty pehle khana khaya phir bhok keun rhy,mild
logon apna kasor allahtala humahinn hr nemat nawaza phir mehrom,mild
uske sath khas pal shre chahta lekin usne mujhe thawajuh nahi dy,mild
bhi rang shayad meri mahromi koi hans to mohabbat gumam hahy,mild
nahi krta phir bhi thakan hoty,mild
apni bhasha kahu susti a rhy,mild
mehrom mere chehre muskurahat mita dia,mild
pata nahi sab toh bhol hu lekin usko nahi bhol pa,mild
ajeb bechahi rhi bht dr rha kuch bht khrab nhi hone na hope thek rhejahi mata dy,mild
uske bina jena ansu bhra safr ban hahi jismahinn hr kadam rone izhr hahy,mild
kash insan ma thakawat mada hotato much tired aftr tuff de,mild
medam mujhe bata do plz krachi men hbl atm nahi rahe out distt to pahise kahan milrnge hbl atm adahigi kab shuro rahi plz bechahie khatam kren plz,mild
medam mujhe bata do plz krachi men hbl atm nahi rahe out distt to pahise kahan milrnge hbl atm adahigi kab shuro rahi plz bechahie khatam kren plz,mild
lol mahromi mahin je rahe,mild
behis qoum hum,mild
uske bina jena ansu bhra safr ban hahi jismahinn hr kadam rone izhr hahy,mild
thakan rahi hr pal lagta jahise adhora sa,mild
jalebi sun meri roh tk bechahi hogy,mild
apne dosto behis dukhi hon,mild
bilkul acha nahi lagta kash khud tawajo di hoty,mild
jalebi sun meri roh tk bechahi hogy,mild
mujhay itni bhok kiun lagty,mild
bhahi bht uljhan hoti fel uncomfortable,mild
mahin hasne walo sath has raha magr udas mere halaq tak bhri hahi sadboehour,mild
qasam rat nend nhi a rby,mild
jane hm modh p a gye age socho bechayni peche socho yadein,mild
nrrative has changedap kuch nahi hoga total naumedgy,mild
dekho pri jii himmat kam lo hosla rakho adna sa dil hue jhoth moth sa shayr tumhe bas hath dil pr rakh dusre follow wale option pr click mujhe pata mushkil hahi bahot pr zindgi mahinn ese fahisle bhi lene hote der,mild
sust hokr bed leta hon,mild
kam khanay adat meri taqat mahinn kami dy,mild
bas bechayni dil mahin agayi bas bechayni khatam hojaye ham,mild
radio sunty hoye aj bechahi fel hoty,mild
mera dimagh khali mujy ye bhol k mahinny thori dahir phly khaya tha hr bat bhol,mild
aj itni bri hasti hon str hon itnay sray pahisay meray pas famous hon andr pata sirf jalan meray andr bechayny,mild
fakedhoka naumidimerominafrtsb to mery asasins,mild
thakan rahi zindagi lagti jahise kathin safr thakan,mild
ankhahi nam gayi jahise hr pal mahinn zindagi mayos ja ho,mild
judahi meri zindagi mahromi mahromy,mild
bechayni kab jaye giiiiiiy,mild
meri itni taklefe bhr gayi ke sab bhol hon,mild
abhi ghnty pehle khana khaya phir bhok keun rhy,mild
mumkin javab udas dr apna hii khatkhata raha huun qatelshifahi shahir mumkin munafali syedasg subzr sukon kasakk joshiamitabhevo anandnama,mild
bechaeni si chayi huvi kea ghamezulm ki mere hath pathna shuru hogaye,mild
dawahi leni aj bhut tension,mild
yadon mujhe ronay majbor dia,mild
bachon tawajuh nahi pa hon,mild
aj tumhre sath acha hahi jise apni sab mayosiat bhol bas khushgawr sochon mahinn dobra ja sakun,mild
mahromi andheron mere dil cho lia,mild
hum abhi tak itni bri nahimat mehrom,mild
ahisi udas bethi dil hasny ghabra rahahy,mild
nrrative has changedap kuch nahi hoga total naumedgy,mild
mehrom dil udas gaya,mild
br bohat ziada naumed hogaye,mild
same ajeb si bechahy,mild
umm space unko chayie hoti hum bahizr hoty as sahid chipku itna ye bahizri jahan agla insn bahizr apse wahan chor dena chayy,mild
meri ankhon mahinn mahromi izhr chhupa hahy,mild
nend nahi ati is dil udas m,mild
tuney keh dia tu sirf meri fir ek bechayni si tuje khone,mild
meri bechaeni mujhe sone nhi degy,mild
behis insaniat mahinn khoya hon logon bewafahion drd,mild
hr dawat mahinn zyada khanay adat mera weight badha dia,mild
dukh bhri raton bholna naye din shuruat lie zrori amal,mild
mehromyat mujhe,mild
apko nahi pta apni zindagi kitna naumed gya,mild
ma bap lrahi bad bechaeni peda hoti wo tahjud mn rony bhi khtm ni hoty,mild
bat zikr bhol gay ap jab women boht mohbbat wafadri krien but un husbnd un deceive dahin tab mustaqil udas tention women muqadr ban hy,mild
nend jagte lekin jaldi utha nahi dil mahinn basi kuch uljhanen,mild
behis mujhe taklef mahinn dal dia,mild
swer you that think to much disease a real actual disease when someone sahid yadasht kamzor hona itni buri bat nahi bechahi rehte woh log jinhey hr bat yad rehty,mild
dil nahi sony bechahi rahy,mild
insan fitrat grashopper terhan iztrab beqrri talash na khatm hony wali bemani namalom chiz khoj insan ik jaga rukny nahin thehrao aey zindagi bemuqsad dikhny lagty,mild
pata nahi rannj ya bechayni bhe musalsal,mild
adhi rat bhi chaen nahi bechaeni kahi jao yahan ma mahaul kiu dushit nahi pasand sakk mat dekho itna toh simple apne og mahinn raho bahithe spre the regulr torture horror shauryauranokhikikahany,mild
ek bekr banda,mild
itni susti ho hahi bos kam krny dil nahi raha,mild
thakawat on its peak,mild
behis meri zindagi udas bana dia,mild
exercise krne bajaye susti mahinn tv dekhta hon,mild
ne apne dosto apni bezri bre mahinn bataya unse madad mangy,mild
aj dil dukha tum yad aye anjanay log apnay kahan dhond payein jagey soye nahi ahisi meri bechayny,mild
meri dosto dhondnkr dedo apun nend ni ri bechahi mahinn palria swaggergirl,mild
toh bol rahe pr vo ata nahi live lagta bholne bemry,mild
mujhe thek nahi pata bhahi lekin ane wale mahino mahinn mujhe bohot mushkil fahisle lene honge,mild
mere sawalon jawab milte jate lekin shayad mujhe dilchaspi kamy,mild
meri bechahie kisi nazr nahi athy,mild
hr dam hr pal bechahy,mild
mujhe sirf sirf tawajuh chahie lekin nahi raha,mild
thakan rahi hr koshish lagti jahise zaya rahy,mild
meri bhrti wazan mujhe bimrion shikr banaya hahy,mild
bhula nahi hasi mulaqatein bechahi krke mujhko mujhse yon pher nazr,mild
bahot yad rehi aj ajeb si bechahi rehy,mild
bechahi rehtay vo loug jinhahi hr bat yad rehty,mild
behis meri dilchaspion khatam dia,mild
tawajo nahi pa hon zrori baton mahinn ghaltian rahy,mild
bro mujhay bachpan say iski smell say uljhan hoty,mild
mera dimag nhi kam itni bechahi rhi movie dekhne bhi man nhi lag rha koi solution do yr,mild
bohot udas uske rawaye dekh,mild
sust hokr apne hobbies bhol hon,mild
hr rishte mehrom gaya,mild
logon apna kasor allahtala humahinn hr nemat nawaza phir mehrom,mild
mujhy bechahi rehti k kis bat rhi kiun rhi pta nhi kiun,mild
hamesha ultay time per bhok lagti mujhe,mild
itni susti rat m nhi hoti jitni din mahinn hoty,mild
kitab padhne shauq mujh bachpan tha lekin lagta ke mujh dilchaspi kamy,mild
zindagi mujhe mahromi samna krne majbor kia,mild
kam khanay adat meri nend bhi asr andaz bana dia,mild
mahromi rahi hahibalke gunaho jazbat pahida rahe behtr yahi ke jab tak itmenan tab tak avoid kia jaye keuke agr ap anjane mahinn hram kha lete ho ap hram khane gunah bhale nahi hoga lekin hram taser to bahr hal,mild
itna udas hone itna nasha chra dia kahi cigrate sahi bhe sukon nhi milta,mild
mere ankhon mahinn mahromi izhr mahinn kaha nahi sab keh dia,mild
jab mahinne use apni bat batayi usne mujhe lamhe lie thawajuh nahi dy,mild
mehromiat rat mahinn sitre ro rahe,mild
ummed woh chali gayi sirf mayosion samna,mild
corona abhi aor kitne logo mrega drr aor bechahie hr mun merip,mild
mehromyat inteha bas link bhejie ap fraghat mahinn hon,mild
ankho mahinn bezri jab usne apne sapnon tutna dekha,mild
mere halath allah tum zrur puche mujhe tum itna mayos kia mahinn soch nahi sakta,mild
bohot udas apni zindagi nakamian dekh,mild
meri zindagi mahinn gehra behis,mild
bezri mere andr andhera bhr dia,mild
aj dil dukha tum yad aye anjanay log apnay kahan dhond payein jagey soye nahi ahisi meri bechayny,mild
ahik ajeb sakon is akelypan mahin ahik bechayni bhe,mild
abhi mera kahi mind ni rha bechahi rahi mujhe yad rahi usky,mild
kam khanay adat meri taqat chhin lia,mild
ghr walon mayos kia,mild
thora tawajo krn nazr jayn gn,mild
so so thakk jatay thakawat khatam krnay lie phir say so jaty,mild
exercise krne bajaye susti mahinn tv dekhta hon,mild
yr mayosiat,mild
beqrr dil kuch samajh nahi a hr pal lagta tanha,mild
iski awaz sunte chidchida pan a hahimanhos no kuch bakta rehta,mild
ehsas mehromi hahi bhahi hasen log dekh,mild
asa lgta apny ghr m mr udas h khtm hony ni a rhy,mild
bezri mahaul mahinn logon apne asal maqasid bhol am,mild
ajeb bechahi rhi bht dr rha kuch bht khrab nhi hone na hope thek rhejahi mata dy,mild
sust hokr apne asignments postpone deta hon,mild
post krdo yr thodi si tasalli jayegi wrna bohat bechaeny,mild
din bemza raten besrur hr pl bechaeni mn pocha dil kia tjhy mohbt hoi dl n kha putr ae chutyan mukkan dy jhatke zeshan,mild
phir nend ni ane wali rat phone side rakhkr sone kosis kri ni toh phir subah kosis rhi ni rhy,mild
agr mehngahi krne mushkil fahisle lene lie hukomat mahinn ana tou pichli hukomat mahinn kia burahi unhi hi rehne dete agr prtion bhi a mushkil fahisale ke humri khal udherny,mild
meri bhok mr gyi i am just wahiting for this nightmre get over turn on my ps take my frustration out there,mild
bhok mr gayy,mild
yr bahot chidchida gaya sabko sunata rehta ghr office please mujhey swet polite bana do,mild
kal bechahi khahir jane dete,mild
srdion sham mahinn ajeb sa sannata udas bechahi si jahise galat raha jahise trahin chut hahy,mild
kalke meting mahinn sabko lag tha meri baton mahinn dilchaspi kamy,mild
itne ajeb udas wal mosam,mild
kal rat be prwahi wajah mujhe subah office lie late gaya,mild
thaka hon ankhon mahinn ek udas dil cho hahy,mild
iske pas he mere ander bechahie dor k sakte,mild
agr mehngahi krne mushkil fahisle lene lie hukomat mahinn ana tou pichli hukomat mahinn kia burahi unhi hi rehne dete agr prtion bhi a mushkil fahisale ke humri khal udherny,mild
mohabbat yahi jidher r jahan dekhie bechahi bechahy,mild
itna mayos gaya zindagi seke kuch samj nahi rha,mild
mumkin javab udas dr apna hii khatkhata raha huun qatelshifahi shahir mumkin munafali syedasg subzr sukon kasakk joshiamitabhevo anandnama,mild
log pata nahi kahise mahine mahine nahi nahate hume unatesway din bechahie si hone lagty,mild
khuda dua krta hon lekin lagta jahise meri zindagi mayos koi sun ho,mild
hr stres tension hal dhundne jagah zyada khanay adat mahinn refuge milta,mild
isy to mohabt mehrom reh je,mild
hosle kami meri muskurahat chhupa lia,mild
my cousins me re just randomly waking up midle nights out bechayni check the status this gazagenocide its crazy think what people down there must be feling for their loved ones still their spirits so high,mild
aj kam tawajo nahi pa hon keunki meri tabiat khrab,mild
hr subah jaldi utha nahi andheron mahinn chhupa dukh sath chala ata,mild
udas hone meri zindagi eham hisa ban hahy,mild
nh nh batayen agr kia bholne bemri mujhe,mild
apne maqsadon mahinn mayos hokr andheron mahinn doba hon,mild
ankhahi nam gayi jahise hr pal mahinn zindagi mayos ja ho,mild
hr waqt bechayny,mild
bechahi rehtay vo loug jinhahi hr bat yad rehty,mild
ne baton tawajuh nahi di phir galat fahisla lia,mild
behis mera dil tor dia,mild
yr mereko khud itni bechaeni rahi intezr nahi rha,mild
der future wife kithy mr ae eni be prwahy,mild
thakawat mujhe din mr degy,mild
mera bas rone kam ab,mild
jaldi utha nahi akela pan bojh meri zindagi daba hahy,mild
hr kadam bezri mere dil ghira hahy,mild
apni sehat thawajuh nahi pa hu,mild
khudaya ajeb si bechahy,mild
going thru toughest days my life khabi khushi khabi gham hr waqt thakawat,mild
yakenan lajawab hotey pata nhi kitni zindgi mahinn mayosii hahiii mery,mild
beqrr hokr dil mahinn ek drd alfaz bayan nahi sakta,mild
jany naumidi horahy,mild
meri roh behis dil mahinn gehra dukh,mild
mrriage only supposed be beautiful its actually bezry,mild
m posting from my sofa with full time susti kahli what about,mild
ajeb si bechayni pta nhi keu have feling that something going go wrong coming daysidk what it bt it s strong gut feling let s all be mentally prepred for the worst,mild
sust hokr apne surroundings mahinn bhi change nahi la,mild
dil mahinn mehromi drd chhupa hahy,mild
jane hm modh p a gye age socho bechayni peche socho yadein,mild
meri roh behis gayi dil koi umed nahy,mild
sir just strted abhi itna bechahy,mild
ahik ajeb naumidi se gahi dil khon anso ro hy,mild
sust hokr apne projects delay krta hon,mild
yr crazy anxiety itna kea invested hona nend nahi ayi mujhe,mild
rat bhr nend nahi ayi sochkr mera hoga,mild
meri madad kro use bholne,mild
os ley kaya kaho by dor dil dr os na hone be sakone hoty os chup dil o demag bechahie hoty os key kaya kaho etna sa woh muje buht azez ha,mild
bro mujhay bachpan say iski smell say uljhan hoty,mild
jaldi utha nahi zindagi safr kitna lamba lagta,mild
mohabbat talash mahinn hr kadam thokr kha hon zindagi mayos hokr,mild
phir bechayny,mild
kash insan ma thakawat mada hotato much tired aftr tuff de,mild
meri wazan bhrne waja mujhe bohot mushkilat samne pahr hahy,mild
zindagy p bhrosa nhi zindagy woh ahise guzre mr to log hume dua m yad rakhe humre ppp hakomat humesha achi achi kam kie or humesha krte rahegy jo log preshan un sub salries jri k unki bechahie khatm jahi mahrbany,mild
hr pal lagta jahise zindagi mayos dia keun hr ummed bikhr gayi hahy,mild
mahinn thakawat chor ho muskuraty huway ronay lgti hun zro qitr,mild
jab mahinne madad mangi usne tawajo nahi dikhayy,mild
aj kal bohot susti hue we kam krne mod ny,mild
nend jagte lekin jaldi utha nahi dil mahinn basi kuch uljhanen,mild
medam mujhe bata do plz krachi men hbl atm nahi rahe out distt to pahise kahan milrnge hbl atm adahigi kab shuro rahi plz bechahie khatam kren plz,mild
meri pasand her bhol bus alo vs timater yad subko,mild
mujhe kam tawajo nahi pa,mild
khud pasndi khud prsti nateja apne ap aur dosron bahizry,mild
ayo shun gpp kwkw ak dkg km ktmu rone,mild
rat bhr mehromiat mahinn meri roh kanp hahy,mild
hr stres tension hal dhundne jagah zyada khanay adat mahinn refuge milta,mild
mehromiat andheron mahinn meri roh gumsum,mild
mtlb panjabi na ana itni bri mehrom,mild
life mahin rona nahi ronay mahin life,mild
thaka hon dil mahinn ek khamoshi jise todna mushkil,mild
thank so much meri pyriii api waqahi udas din last time achy dino mn thi bury dino mn nhi allah khahir kryn inshallah gift chahie mujhy wrna cake nhi don g kal love so much,mild
wazan bhr hahi mera,mild
sust hokr bed leta hon,mild
uske jane mehromi meri zindagi sunsan dia,mild
badqismati ap terf dekhta tu mayosi inteha jati apki biasnes unmatch bhahy,mild
waqt sath andhera haqeqat keh uthta hamri andr bechahi sach samne ata jo asli khushi kami mahinn ghera rehta,mild
jahise zindagi guzr lagta zindagi br udas rahunga,mild
jalebi sun meri roh tk bechahi hogy,mild
kal rat be prwahi wajah mujhe subah office lie late gaya,mild
behis meri zindagi udas bana dia,mild
meri ankhon mahinn mahromi izhr chhupa hahy,mild
actually bechayni c rehti phr like hua hga kb ayega person dubra kal prso mahina sal tb tk intzr rehta phr ahik time ata insan bhul jta,mild
ajeb si bechaeni rahi aj kal,mild
meri madad kro use bholne,mild
phir kambakht kashti nazretofan gahi vrna sahil udas qadr hotii nahiin qabilajmeri shahir tofan kasakk sukon subzr anandnama munafaly,mild
ulajhao meri khushian gaye ab andheron mahinn baste,mild
bohot udas uske rawaye dekh,mild
hr ik jism ghayal hr ik ruuh pyasii nigahon men uljhan dilon men udas dunia ya alamebadhawasi dunia agr bhi jae kea sahir shahir ahik iamrana joshiamitabhevo namalum munafali sukon adubhrty,mild
itni susti rat m nhi hoti jitni din mahinn hoty,mild
zindagy p bhrosa nhi zindagy woh ahise guzre mr to log hume dua m yad rakhe humre ppp hakomat humesha achi achi kam kie or humesha krte rahegy jo log preshan un sub salries jri k unki bechahie khatm jahi mahrbany,mild
yadon waja tawajo nahi pa,mild
yh light kahisy pta k hmahinn bechahie hyh hmsy ziada kdi ri ty kdi jri enu kehrahin anian janian lgian,mild
meri bhrti wazan mujhe bimrion shikr banaya hahy,mild
phele sab ache tawajo deti lekin pata nahi ho hahy,mild
im feling tired with so much tension,mild
mera bas rone kam ab,mild
filmon mahinn dekhne shoq mere kuch time kam gaya lagta dilchaspi kamy,mild
apni zindagi bohot udas,mild
hr dua bad mere mathe hath phirana hr naumedgi mera sayya chodana meri hr hr khuda bhi lad mother ma,mild
rat bhr tanhahi mahromi aur gehra bana dety,mild
behis kal bohot sochne bad sab zahir hogya,mild
mujhe kisi chiz tawajo nahi ja,mild
mera dil kehta ki smrtphone khredna chahie toh bechahi hon lordofg,mild
najuk dil kaun samjha bechahie toh reheti teamipzn rule herts,mild
sir result bre mahinn update kre plzstudents bechahie shikr,mild
naumedi gunah pr bi suxh ye gunah roj hahy,mild
ne use pocha lekin traf tawajo nahi mily,mild
umed naumedi tauquat hamesha mayausi hasil hoty,mild
mehromyat wja khud,mild
kahisy hamay samjaenreallity ma buht naumedi dekhae rahy,mild
mohabbat talash mahinn hr kadam thokr kha hon zindagi mayos hokr,mild
sapne tot gaye ek krke jahise zindagi mayos kr mera sath chhut ho,mild
thakan rahi dil mahinn ek khamoshy,mild
ammi din ghr na to ajeb udas phahili hoti ghr,mild
meri roh behis gayi khushian dor gayy,mild
zyada khanay adat waja sab log mujhe mota kehta,mild
mehrom hona afsos bhra lamha,mild
aj itni bri hasti hon str hon itnay sray pahisay meray pas famous hon andr pata sirf jalan meray andr bechayny,mild
this shows our mehromyat tbhbr itni low set krdi ab copied chale,mild
